Borough,Noms du reseau,Nom du lieu culturel municipal,Adresse,Code postal,Ville,Province,ACC_autodoor,ACC_entranceramp,ACC_streetlevel,ACC_stairs,ACC_elevator,WR_streetlvl,WR_rails,WR_gender_neutral,WR_size,WR_change_table,WR_family,INC_bilingual/en/fr,INC_helpfulstaff,INC_braille,INC_family_friendly,OVER_ccessible,OVER_comments,Telephone general,Site Internet,Latitude,Longitude,Description
Ville-Marie,Fire Station,Caserne 10,1445 rue Saint-Mathieu,H3H 2M4,Montreal,QC,0,0,1,0,0,0,0,0,m,1,0,f,0,0,0,n,this location requires user input on accessibility,911,"http://ville.montreal.qc.ca/portal/page?_pageid=4677,10167591&_dad=portal&_schema=PORTAL",-73.580258,45.494551,Description needs user input for this location
Ville-Marie,Police Station,Quartier general du SPVM,1441 rue Saint-Urbain,H2X 2M6,Montreal,QC,1,1,0,1,1,0,1,0,m,1,1,f,1,0,0,n,this location requires user input on accessibility,911,http://www.spvm.qc.ca/fr/,-73.565588,45.509321,Description needs user input for this location
Ville-Marie,Fire Station,Caserne 20,920 rue Saint-Urbain,H2Z 1K4,Montreal,QC,0,0,1,0,0,1,1,0,s,0,0,b,1,0,0,n,this location requires user input on accessibility,911,"http://ville.montreal.qc.ca/portal/page?_pageid=4677,10167591&_dad=portal&_schema=PORTAL",-73.559252,45.506071,Description needs user input for this location
Ville-Marie,Police Station,Poste de quartier 12,21 rue Stanton,H3Y 3B1,Montreal,QC,1,0,0,0,1,1,1,0,l,1,1,f,1,0,0,n,this location requires user input on accessibility,514 280-0112,http://www.spvm.qc.ca/fr/pdq12/,-73.598683,45.486354,Description needs user input for this location
Ville-Marie,Services municipaux,Bureau d'arrondissement de Ville-Marie,800 boulevard De Maisonneuve Est,H2L 4L8,Montreal,QC,1,1,0,0,0,1,0,0,l,0,0,b ,1,0,1,y,this location requires user input on accessibility,311,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,84222189&_dad=portal&_schema=PORTAL",-73.559982,45.516196,Description needs user input for this location
Ville-Marie,Services municipaux,Bureau Acces Montreal (Place Dupuis),800 boulevard De Maisonneuve Est,H2L 4L9,Montreal,QC,1,1,1,0,1,0,1,0,s,1,1,b,1,1,1,y,this location requires user input on accessibility,311,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,84222189&_dad=portal&_schema=PORTAL",-73.559982,45.516196,Description needs user input for this location
Ville-Marie,Services municipaux,Comptoir des permis,800 boulevard De Maisonneuve Est,H2L 4L9,Montreal,QC,1,1,1,0,1,1,1,0,m,0,1,b,1,1,1,y,this location requires user input on accessibility,311,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,84222189&_dad=portal&_schema=PORTAL",-73.559982,45.516196,Description needs user input for this location
Ville-Marie,Services municipaux,Eco-quartier de Saint-Jacques,2022 rue de la Visitation,H2L 3C7,Montreal,QC,1,1,1,1,1,0,1,0,m,0,1,b,1,1,1,y,this location requires user input on accessibility,514 522-4053,http://asccs.qc.ca/eco-quartier-st-jacques,-73.562243,45.522413,Description needs user input for this location
Ville-Marie,Services municipaux,Tandem Ville-Marie,2022 rue de la Visitation,H2L 3C7,Montreal,QC,1,1,1,2,1,1,1,0,l,0,0,b,1,1,1,y,this location requires user input on accessibility,514 522-2280,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78807768&_dad=portal&_schema=PORTAL",-73.562243,45.522413,Description needs user input for this location
Ville-Marie,Droit et justice,Cour municipale de Montreal,775 rue Gosford,H2Y 3B9,Montreal,QC,1,1,1,5,0,0,0,0,l,1,0,b,1,1,0,y,this location requires user input on accessibility,514 872-2964,"http://ville.montreal.qc.ca/portal/page?_pageid=5798,39687597&_dad=portal&_schema=PORTAL",-73.553437,45.509339,Description needs user input for this location
Ville-Marie,Services municipaux,Cour municipale de Montreal,775 rue Gosford,H2Y 3B9,Montreal,QC,1,1,1,0,1,1,1,0,s,0,0,b,1,1,1,y,this location requires user input on accessibility,514 872-2964,"http://ville.montreal.qc.ca/portal/page?_pageid=5798,39687597&_dad=portal&_schema=PORTAL",-73.553437,45.509339,Description needs user input for this location
Ville-Marie,Services municipaux,Bureau Acces Montreal (hotel de ville de Montreal),275 rue Notre-Dame Est,H2Y 1C6,Montreal,QC,1,1,1,0,0,0,0,0,m,1,1,b,1,1,0,y,this location requires user input on accessibility,311,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,84222189&_dad=portal&_schema=PORTAL",-73.559982,45.516196,Description needs user input for this location
Ville-Marie,Services municipaux,Hotel de ville de Montreal,275 rue Notre-Dame Est,H2Y 1C6,Montreal,QC,1,1,1,7,1,1,1,0,m,0,0,b,1,1,1,y,this location requires user input on accessibility,311,"http://ville.montreal.qc.ca/portal/page?_pageid=5798,86299744&_dad=portal&_schema=PORTAL",-73.553917,45.509185,Description needs user input for this location
Ville-Marie,Services municipaux,Eco-quartier de Sainte-Marie,2151 rue Parthenais,H2K 3T3,Montreal,QC,1,1,1,0,0,0,0,0,m,0,1,b,1,1,0,y,this location requires user input on accessibility,514 523-9220,http://www.eco-quartiersm.ca/,-73.558142,45.53048,Description needs user input for this location
Ville-Marie,Services municipaux,Eco-quartier de Peter-McGill,1240 rue Saint-Marc,H3H 2E5,Montreal,QC,1,1,1,1,0,1,0,0,l,1,0,b,1,1,1,y,this location requires user input on accessibility,514 933-1069,http://www.eco-quartierpm.org/,-73.579524,45.49217,Description needs user input for this location
